2	1.801384372	1.801384699
3	1.821533934	1.821533934
4	1.856093224	1.856093224
5	1.829968852	1.845297268
6	1.866008743	1.850680328
7	1.868084153	1.84990929
8	1.830778142	1.848953005
10	0.355014208	0.376872131
12	-0.142076503	-0.213114754
14	0.032786885	0.092896175
16	0.043715847	0.032786885
18	0.021857923	0.032786885
